# Generated by tools/gen-permits.py. Do not edit by hand — rerun the tool.
# Source: https://spansh.co.uk/api/systems/search, filtered on needs_permit within 100000 ly of Sol.
# System names only, which are Frontier's game data; see NOTICE.
10 Pi-6 Orionis
18 Mu Canis Majoris
20 Iota Canis Majoris
25 Orionis
26 G. Canis Majoris
2MASS J06390374+0940234
2MASS J06391562+0939129
2MASS J06391570+0929293
2MASS J06391703+0958153
2MASS J06392269+0917037
2MASS J06392464+0922332
2MASS J06392664+0930379
2MASS J06392788+0928391
2MASS J06393297+0956293
2MASS J06393474+0946541
2MASS J06393533+0932323
2MASS J06393602+0924261
2MASS J06394264+0931514
2MASS J06394626+0948198
2MASS J06394819+0959057
2MASS J06394982+0956218
2MASS J06395232+0919094
2MASS J06400266+0935242
2MASS J06400268+0918198
2MASS J06400552+0922260
2MASS J06400665+0920333
2MASS J06401030+0938550
2MASS J06401244+0944231
2MASS J06401344+0919276
2MASS J06401361+0924494
2MASS J06401515+1001578
2MASS J06402221+0954288
2MASS J06402484+0953114
2MASS J06402547+0948259
2MASS J06402877+0931002
2MASS J06402924+0944075
2MASS J06402974+0959333
2MASS J06403059+0950147
2MASS J06403061+0946106
2MASS J06403077+0948076
2MASS J06403632+0918575
2MASS J06403720+0931098
2MASS J06404100+0927543
2MASS J06404102+0947577
2MASS J06404142+0948096
2MASS J06404458+0948126
2MASS J06404459+0932261
2MASS J06404485+0957442
2MASS J06404712+0942077
2MASS J06404792+0933031
2MASS J06404921+0957387
2MASS J06404936+0952539
2MASS J06404982+0947309
2MASS J06405267+0944210
2MASS J06405272+0928437
2MASS J06405292+0944544
2MASS J06405362+0947043
2MASS J06405517+0950498
2MASS J06405542+0937237
2MASS J06405571+0951138
2MASS J06405683+0951566
2MASS J06405809+0936533
2MASS J06405882+0939187
2MASS J06405905+0933222
2MASS J06405923+0953078
2MASS J06405936+0933333
2MASS J06405944+0959454
2MASS J06405949+0929517
2MASS J06410025+0958496
2MASS J06410077+0951223
2MASS J06410171+0942429
2MASS J06410245+0952249
2MASS J06410285+1007119
2MASS J06410286+0953527
2MASS J06410295+0947543
2MASS J06410303+0937357
2MASS J06410349+0931184
2MASS J06410360+0930290
2MASS J06410509+0948479
2MASS J06410513+0948555
2MASS J06410574+0931012
2MASS J06410581+0952478
2MASS J06410622+0925036
2MASS J06410711+0912383
2MASS J06410896+0933460
2MASS J06411070+0957424
2MASS J06411099+0935556
2MASS J06411159+1002235
2MASS J06411291+0905256
2MASS J06411380+0955439
2MASS J06411446+0933214
2MASS J06411448+0937143
2MASS J06411542+0946396
2MASS J06411709+0952405
2MASS J06411792+0933370
2MASS J06411808+0938253
2MASS J06411963+0931443
2MASS J06412054+0945355
2MASS J06412179+0945309
2MASS J06412202+0943127
2MASS J06412364+0947163
2MASS J06412454+0937355
2MASS J06412700+0930131
2MASS J06412715+0935061
2MASS J06412878+0938388
2MASS J06412884+1009145
2MASS J06413160+0948328
2MASS J06413199+1000244
2MASS J06413250+0938074
2MASS J06413455+0936325
2MASS J06413891+1009354
2MASS J06414273+0942566
2MASS J06414494+0944403
2MASS J06415468+0941271
2MASS J06420268+0958278
2MASS J06420664+0941317
2MASS J06420715+0953445
2MASS J06420736+0949470
2MASS J06420914+0948048
2MASS J06421257+0959071
2MASS J06421462+0950277
3 Pi-4 Orionis
30 Psi Orionis
33 n1 Orionis
35 Geminorum
37 Phi-1 Orionis
39 Lambda Orionis
4 Sextantis
43 Theta-2 Orionis
47 Omega Orionis
55 Orionis
56 Orionis
6 Lambda Leporis
6 Monocerotis
73 Orionis
8 Pi-5 Orionis
Achenar
Alioth
Alpha Hydri
Arapahoma
Azoth
BD+18 694
BD+18 695
BD+18 696
BD+18 702
BD+18 708
BD+18 711
BD+18 712
BD+18 713
BD+18 715
BD+18 716
BD+18 718
BD+18 721
BD+18 722
BD+18 723
BD+18 724
BD+18 725
BD+18 726
BD+19 769
BD+19 775
BD+19 776
BD+19 778
BD+19 782
Bellica
Beta Hydri
Bleia1 DL-Y f26
Bleia2 AA-A h55
Bleia3 ZE-A f4
Bleia4 AA-A h35
Bleia5 AA-A h6
Bleia5 AV-Y e551
Bovomit WY-R d4-16
CD-43 11917
CD-44 1695
Col 121 Sector AA-D b1-0
Col 121 Sector AH-T c4-0
Col 121 Sector AP-R d4-5
Col 121 Sector AP-U b5-0
Col 121 Sector BC-C b29-1
Col 121 Sector BH-U b32-0
Col 121 Sector BK-D b1-0
Col 121 Sector BL-P b21-0
Col 121 Sector BV-X d1-23
Col 121 Sector BV-X d1-24
Col 121 Sector BV-Y e4
Col 121 Sector CD-F b29-0
Col 121 Sector CL-X d1-10
Col 121 Sector CQ-P b21-0
Col 121 Sector CQ-V c3-1
Col 121 Sector CV-X d1-30
Col 121 Sector CW-V d2-8
Col 121 Sector DG-W c2-0
Col 121 Sector DI-H b27-5
Col 121 Sector DL-P b21-0
Col 121 Sector DL-R b7-0
Col 121 Sector DP-C c14-10
Col 121 Sector DQ-V c3-2
Col 121 Sector DQ-X d1-0
Col 121 Sector DV-P b21-0
Col 121 Sector DZ-D c13-1
Col 121 Sector EG-P b21-0
Col 121 Sector EV-S b6-0
Col 121 Sector FB-X d1-8
Col 121 Sector FC-Q b7-0
Col 121 Sector FE-F c12-3
Col 121 Sector FM-N b22-0
Col 121 Sector FM-V d2-9
Col 121 Sector FN-A b30-0
Col 121 Sector FN-A b30-1
Col 121 Sector FP-U c17-5
Col 121 Sector GB-W d2-14
Col 121 Sector GB-W d2-19
Col 121 Sector GC-Z b2-0
Col 121 Sector GM-N b22-0
Col 121 Sector GU-D c13-0
Col 121 Sector GU-D c13-2
Col 121 Sector GU-D c13-3
Col 121 Sector GU-D c13-5
Col 121 Sector GU-D c13-6
Col 121 Sector HA-B b15-0
Col 121 Sector HF-C c14-6
Col 121 Sector HI-P b7-0
Col 121 Sector HR-J b10-0
Col 121 Sector HR-V d2-11
Col 121 Sector HY-H b26-1
Col 121 Sector IK-U c17-2
Col 121 Sector IL-B b2-0
Col 121 Sector IN-Y b15-0
Col 121 Sector IR-V d2-1
Col 121 Sector IW-T c4-1
Col 121 Sector IX-T d3-13
Col 121 Sector JB-R b7-0
Col 121 Sector JC-T d4-18
Col 121 Sector JE-F b28-1
Col 121 Sector JR-P b8-0
Col 121 Sector JS-T e3-7
Col 121 Sector JV-A c15-1
Col 121 Sector JX-T d3-13
Col 121 Sector JX-T d3-16
Col 121 Sector KA-C c14-6
Col 121 Sector KA-C c14-7
Col 121 Sector KI-O b8-0
Col 121 Sector KJ-G c11-2
Col 121 Sector KL-Z b15-0
Col 121 Sector KO-P c6-2
Col 121 Sector KT-P b22-3
Col 121 Sector KX-T d3-4
Col 121 Sector LM-V d2-2
Col 121 Sector LN-O b8-0
Col 121 Sector LS-T d3-7
Col 121 Sector LT-I b25-0
Col 121 Sector LV-B c14-0
Col 121 Sector LW-Z b2-0
Col 121 Sector MD-S d4-4
Col 121 Sector MG-G b13-0
Col 121 Sector MN-O b8-0
Col 121 Sector MO-N b8-0
Col 121 Sector MV-B c14-4
Col 121 Sector ND-R c5-1
Col 121 Sector NN-T d3-4
Col 121 Sector NN-T d3-5
Col 121 Sector NT-P c6-1
Col 121 Sector NY-R d4-11
Col 121 Sector OF-D c13-1
Col 121 Sector PD-K b24-0
Col 121 Sector PT-R e4-6
Col 121 Sector PW-X b16-0
Col 121 Sector PX-N b9-0
Col 121 Sector QJ-Q d5-21
Col 121 Sector QO-I b25-0
Col 121 Sector RD-W b4-0
Col 121 Sector RN-S d4-26
Col 121 Sector RT-V b4-0
Col 121 Sector RT-Y c1-1
Col 121 Sector RU-L b9-0
Col 121 Sector RU-N b23-2
Col 121 Sector SC-F b14-0
Col 121 Sector SK-N d7-14
Col 121 Sector SP-O d6-24
Col 121 Sector SP-T b5-0
Col 121 Sector SX-X b3-0
Col 121 Sector SY-V b4-0
Col 121 Sector TF-N d7-41
Col 121 Sector TF-N d7-43
Col 121 Sector TI-M b10-0
Col 121 Sector TR-G b12-0
Col 121 Sector TU-K b10-0
Col 121 Sector UF-N d7-50
Col 121 Sector UQ-B b30-0
Col 121 Sector UQ-B b30-1
Col 121 Sector UT-A e2
Col 121 Sector UW-G b12-0
Col 121 Sector VA-N d7-12
Col 121 Sector VA-N d7-2
Col 121 Sector VA-N d7-38
Col 121 Sector VA-N d7-39
Col 121 Sector VG-H b12-0
Col 121 Sector VH-W b17-0
Col 121 Sector VI-M b22-0
Col 121 Sector VI-W b4-0
Col 121 Sector VK-T b5-0
Col 121 Sector WA-N d7-23
Col 121 Sector WH-F b13-0
Col 121 Sector WH-W b17-0
Col 121 Sector WJ-Z d6
Col 121 Sector WJ-Z d7
Col 121 Sector WJ-Z d9
Col 121 Sector WL-H b12-0
Col 121 Sector WP-T b5-0
Col 121 Sector XC-G c12-5
Col 121 Sector XC-Y c15-4
Col 121 Sector XE-I b25-0
Col 121 Sector XE-X c2-3
Col 121 Sector XE-Z d8
Col 121 Sector XF-N c7-1
Col 121 Sector XH-F b13-0
Col 121 Sector XP-W c2-1
Col 121 Sector XT-O c7-2
Col 121 Sector XV-D b28-0
Col 121 Sector YE-X c2-3
Col 121 Sector YG-K c9-0
Col 121 Sector YJ-U b5-0
Col 121 Sector YL-T c4-2
Col 121 Sector ZH-Q b35-3
Col 121 Sector ZO-A b16-0
Col 121 Sector ZR-I c10-1
Col 285 Sector FG-D a42-0
Col 70 Sector AA-D b17-0
Col 70 Sector AA-F b28-0
Col 70 Sector AA-F b41-0
Col 70 Sector AA-O b36-0
Col 70 Sector AA-V c4-2
Col 70 Sector AB-M b24-0
Col 70 Sector AC-T b21-0
Col 70 Sector AD-G c12-0
Col 70 Sector AD-O b37-0
Col 70 Sector AD-O c21-3
Col 70 Sector AE-Q b35-0
Col 70 Sector AF-E a48-0
Col 70 Sector AF-T b22-0
Col 70 Sector AG-M b24-0
Col 70 Sector AH-K b25-0
Col 70 Sector AI-G b41-0
Col 70 Sector AI-H b27-0
Col 70 Sector AI-Y b44-0
Col 70 Sector AJ-D b43-0
Col 70 Sector AJ-E c13-1
Col 70 Sector AJ-P b23-0
Col 70 Sector AK-O c7-5
Col 70 Sector AK-P b35-0
Col 70 Sector AL-D b29-0
Col 70 Sector AL-J b40-2
Col 70 Sector AM-A b31-0
Col 70 Sector AM-H b41-0
Col 70 Sector AM-K d9-0
Col 70 Sector AM-L d8-17
Col 70 Sector AN-O b37-0
Col 70 Sector AO-D b43-1
Col 70 Sector AP-R d4-3
Col 70 Sector AP-Z d1
Col 70 Sector AQ-M b24-0
Col 70 Sector AR-H b41-0
Col 70 Sector AS-F b29-0
Col 70 Sector AS-G c12-5
Col 70 Sector AS-R b22-1
Col 70 Sector AT-O b36-0
Col 70 Sector AU-B c15-1
Col 70 Sector AU-Q c5-7
Col 70 Sector AU-S c19-5
Col 70 Sector AV-N b36-0
Col 70 Sector AV-P b9-0
Col 70 Sector AV-S b22-0
Col 70 Sector AW-M d7-6
Col 70 Sector AX-H b27-0
Col 70 Sector AX-J d9-29
Col 70 Sector AX-J d9-9
Col 70 Sector AZ-Q c5-1
Col 70 Sector BA-W c3-12
Col 70 Sector BA-W c3-8
Col 70 Sector BA-Y d1-0
Col 70 Sector BA-Y d1-6
Col 70 Sector BB-J a59-1
Col 70 Sector BB-K c10-3
Col 70 Sector BB-M b24-0
Col 70 Sector BB-V d3-30
Col 70 Sector BC-D a35-0
Col 70 Sector BC-I b27-0
Col 70 Sector BC-K b25-0
Col 70 Sector BD-F b42-0
Col 70 Sector BD-O b37-0
Col 70 Sector BD-X b45-0
Col 70 Sector BE-D b43-0
Col 70 Sector BE-U b6-0
Col 70 Sector BF-G b27-0
Col 70 Sector BF-W c3-1
Col 70 Sector BF-X b31-0
Col 70 Sector BG-F b40-0
Col 70 Sector BG-M b24-0
Col 70 Sector BG-V b32-0
Col 70 Sector BH-Q a55-1
Col 70 Sector BI-F c13-2
Col 70 Sector BK-O c7-0
Col 70 Sector BK-P b35-0
Col 70 Sector BK-Z d0
Col 70 Sector BL-L b38-0
Col 70 Sector BL-M b37-0
Col 70 Sector BM-K b25-0
Col 70 Sector BM-K d9-13
Col 70 Sector BM-S b21-0
Col 70 Sector BN-I b26-0
Col 70 Sector BQ-M b37-0
Col 70 Sector BQ-W d2-20
Col 70 Sector BR-Y a64-1
Col 70 Sector BS-I b39-0
Col 70 Sector BT-D c14-8
Col 70 Sector BT-E c13-3
Col 70 Sector BT-O b36-0
Col 70 Sector BU-C b15-0
Col 70 Sector BU-H b26-0
Col 70 Sector BU-H c10-5
Col 70 Sector BU-H c10-9
Col 70 Sector BU-Y c1-0
Col 70 Sector BU-Z c0
Col 70 Sector BV-N b36-0
Col 70 Sector BW-A b18-0
Col 70 Sector BW-M d7-3
Col 70 Sector BW-M d7-6
Col 70 Sector BX-I b26-0
Col 70 Sector BX-Q b35-0
Col 70 Sector BX-R b21-0
Col 70 Sector BY-F c12-1
Col 70 Sector CA-Q d5-9
Col 70 Sector CB-A b32-1
Col 70 Sector CE-E c13-0
Col 70 Sector CE-E c13-1
Col 70 Sector CE-E c13-2
Col 70 Sector CE-F b16-0
Col 70 Sector CE-N b37-0
Col 70 Sector CF-P c6-1
Col 70 Sector CF-P c6-9
Col 70 Sector CH-L d8-2
Col 70 Sector CH-W b31-0
Col 70 Sector CI-G b28-0
Col 70 Sector CI-P b36-0
Col 70 Sector CJ-E b42-0
Col 70 Sector CJ-E c13-0
Col 70 Sector CK-H c10-0
Col 70 Sector CL-M b24-0
Col 70 Sector CM-H b41-1
Col 70 Sector CM-H b41-2
Col 70 Sector CN-I b26-0
Col 70 Sector CP-B b3-0
Col 70 Sector CP-G b27-0
Col 70 Sector CP-Q c5-2
Col 70 Sector CP-Q c5-8
Col 70 Sector CQ-N b36-0
Col 70 Sector CR-I c11-4
Col 70 Sector CR-P b34-0
Col 70 Sector CS-J d9-13
Col 70 Sector CT-O c20-0
Col 70 Sector CT-W b45-0
Col 70 Sector CU-H b26-0
Col 70 Sector CU-K c23-5
Col 70 Sector CU-Q c5-3
Col 70 Sector CU-Q c5-7
Col 70 Sector CU-Y c1-0
Col 70 Sector CV-N b36-0
Col 70 Sector CW-F b27-0
Col 70 Sector CX-I b26-0
Col 70 Sector CX-Q b22-0
Col 70 Sector CY-E b42-0
Col 70 Sector CY-W b45-0
Col 70 Sector CZ-C b43-0
Col 70 Sector DA-Q d5-13
Col 70 Sector DA-Q d5-8
Col 70 Sector DB-T c5-3
Col 70 Sector DC-R c19-3
Col 70 Sector DC-S b21-0
Col 70 Sector DC-T d4-3
Col 70 Sector DD-G b41-0
Col 70 Sector DD-H b27-0
Col 70 Sector DF-G b27-0
Col 70 Sector DF-L b39-0
Col 70 Sector DF-O c7-3
Col 70 Sector DF-O c7-4
Col 70 Sector DF-O c7-8
Col 70 Sector DF-Y c1-0
Col 70 Sector DF-Z d1
Col 70 Sector DF-Z d2
Col 70 Sector DF-Z d3
Col 70 Sector DF-Z d4
Col 70 Sector DG-C b43-0
Col 70 Sector DH-H b41-1
Col 70 Sector DH-T d4-24
Col 70 Sector DH-T d4-6
Col 70 Sector DI-P b23-0
Col 70 Sector DJ-S c4-10
Col 70 Sector DJ-S c4-7
Col 70 Sector DK-G b27-0
Col 70 Sector DK-Q b34-0
Col 70 Sector DK-X c2-0
Col 70 Sector DL-C a49-0
Col 70 Sector DN-G b41-0
Col 70 Sector DN-R b22-0
Col 70 Sector DO-V b46-1
Col 70 Sector DP-H b26-0
Col 70 Sector DP-K c23-2
Col 70 Sector DP-Q c5-1
Col 70 Sector DP-Q c5-3
Col 70 Sector DP-Q c5-4
Col 70 Sector DP-Q c5-6
Col 70 Sector DP-Q c5-8
Col 70 Sector DP-Y c1-0
Col 70 Sector DQ-N b36-0
Col 70 Sector DR-A b44-1
Col 70 Sector DR-H b28-0
Col 70 Sector DR-H b28-1
Col 70 Sector DS-J d9-14
Col 70 Sector DS-S b21-0
Col 70 Sector DT-J b38-0
Col 70 Sector DT-Q a41-0
Col 70 Sector DT-W b45-0
Col 70 Sector DU-Z b29-0
Col 70 Sector DW-K b38-0
Col 70 Sector DW-L b24-0
Col 70 Sector DX-I b26-0
Col 70 Sector DX-R b21-0
Col 70 Sector DY-E b42-0
Col 70 Sector DY-N b37-0
Col 70 Sector DY-W b45-0
Col 70 Sector DZ-F a47-0
Col 70 Sector EA-M b25-1
Col 70 Sector EA-P c6-4
Col 70 Sector EA-P c6-6
Col 70 Sector EA-P c6-7
Col 70 Sector EA-S c19-4
Col 70 Sector EB-C b30-0
Col 70 Sector EB-T c5-0
Col 70 Sector EC-H c12-2
Col 70 Sector EC-H c12-3
Col 70 Sector ED-H b27-0
Col 70 Sector EG-B b18-0
Col 70 Sector EH-K d9-1
Col 70 Sector EH-K d9-12
Col 70 Sector EH-K d9-26
Col 70 Sector EH-K d9-27
Col 70 Sector EH-K d9-28
Col 70 Sector EH-K d9-34
Col 70 Sector EH-K d9-37
Col 70 Sector EH-K d9-44
Col 70 Sector EH-K d9-48
Col 70 Sector EH-K d9-56
Col 70 Sector EH-L d8-10
Col 70 Sector EH-L d8-12
Col 70 Sector EH-L d8-13
Col 70 Sector EH-L d8-14
Col 70 Sector EI-I d10-29
Col 70 Sector EI-Y c15-0
Col 70 Sector EI-Y c15-1
Col 70 Sector EK-K c23-1
Col 70 Sector EK-N b24-0
